('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.6577990136697419, 'scale': 0.02468588132911425, 'elite_rate': 0.3121946320923225, 'mutation_rate': 0.7816660364111881, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.6476434424455075, 'scale': 0.248519386207552, 'elite_rate': 0.6749332624627697, 'mutation_rate': 0.882291826368126, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'blend', 'mating_pool_factor': 0.13375809192640048, 'scale': 0.03035737736935671, 'elite_rate': 0.8011002081939314, 'mutation_rate': 0.6493261918563544, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.858680641948631, 'scale': 0.5912906937268282, 'elite_rate': 0.485780710587451, 'mutation_rate': 0.4972018608417912, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.5083309015329768, 'scale': 0.7961582615243171, 'elite_rate': 0.8899881314607976, 'mutation_rate': 0.21640833868848203, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.8642252547757912, 'scale': 0.9426465638251015, 'elite_rate': 0.8212429339093105, 'mutation_rate': 0.596501076573812, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.11638038976605287, 'scale': 0.07537357584969268, 'elite_rate': 0.6961016837257247, 'mutation_rate': 0.5833748851103896, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.5503465143598745, 'scale': 0.6631541879233729, 'elite_rate': 0.7967461403364539, 'mutation_rate': 0.8492212679537289, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.24958677141704744, 'scale': 0.6347030962583676, 'elite_rate': 0.45899352646974906, 'mutation_rate': 0.6666794726354013, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.6009225318077885, 'scale': 0.5987625930429634, 'elite_rate': 0.08574453467123974, 'mutation_rate': 0.8177390368243208, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.19370451169987238, 'scale': 0.34202472779015414, 'elite_rate': 0.5386783567357604, 'mutation_rate': 0.4661004872189979, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'two', 'mating_pool_factor': 0.8615274073726156, 'scale': 0.4346349329899793, 'elite_rate': 0.8597136063214937, 'mutation_rate': 0.48723533464874347, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.7577456534833835, 'scale': 0.5216454326536561, 'elite_rate': 0.1511490816766574, 'mutation_rate': 0.6786608431645242, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.1482530544963279, 'scale': 0.21215307019929205, 'elite_rate': 0.5672802560229238, 'mutation_rate': 0.6496985083308965, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.2933888606745605, 'scale': 0.3495423522996376, 'elite_rate': 0.3763637537599927, 'mutation_rate': 0.39384852291446226, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.3349796184199308, 'scale': 0.08821644638826123, 'elite_rate': 0.6663569365433093, 'mutation_rate': 0.6546447238312337, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.41203957711882866, 'scale': 0.4301368912768831, 'elite_rate': 0.6069035590442919, 'mutation_rate': 0.41110079925285137, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.11350648669921924, 'scale': 0.057030373192483524, 'elite_rate': 0.735084919764502, 'mutation_rate': 0.6207724113944428, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.6674303609110923, 'scale': 0.5826219698658192, 'elite_rate': 0.04230755497138145, 'mutation_rate': 0.10169645496016289, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.49187125465735626, 'scale': 0.4697607023647825, 'elite_rate': 0.676135707971529, 'mutation_rate': 0.3508538110444951, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.8457159735112508, 'scale': 0.33676761814459616, 'elite_rate': 0.7768118173884798, 'mutation_rate': 0.22010295942291935, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.3015308178523569, 'scale': 0.511607864901389, 'elite_rate': 0.23949081398810373, 'mutation_rate': 0.1620041798446597, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.7417235457533119, 'scale': 0.3520531909316194, 'elite_rate': 0.4737803958870052, 'mutation_rate': 0.8300767146476374, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.6910532283813678, 'scale': 0.7754118229720279, 'elite_rate': 0.16202614295206103, 'mutation_rate': 0.4381775028118692, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.34085207285449837, 'scale': 0.4924226298767234, 'elite_rate': 0.5087295088402431, 'mutation_rate': 0.12218521493637291, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'single', 'mating_pool_factor': 0.6584669758389484, 'scale': 0.6787570260636105, 'elite_rate': 0.09097665378223024, 'mutation_rate': 0.12029183550599756, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.5183936293082035, 'scale': 0.3840020299653024, 'elite_rate': 0.8193014475599736, 'mutation_rate': 0.32247458347912716, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'single', 'mating_pool_factor': 0.5806345803968264, 'scale': 0.2320631254291534, 'elite_rate': 0.04330914675826485, 'mutation_rate': 0.15779635663061156, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.36753161972876935, 'scale': 0.3534145728915447, 'elite_rate': 0.4060195197771663, 'mutation_rate': 0.4598158975849371, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.22352147279226547, 'scale': 0.21186212430407475, 'elite_rate': 0.4191270720315607, 'mutation_rate': 0.3685301857511223, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.29657078058452124, 'scale': 0.2596863568934704, 'elite_rate': 0.5875016469420712, 'mutation_rate': 0.8564703319596575, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.3511242443428869, 'scale': 0.4480229818195304, 'elite_rate': 0.8573997183658923, 'mutation_rate': 0.2732012168215562, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.3917995962860876, 'scale': 0.5794430441103355, 'elite_rate': 0.41025390173533305, 'mutation_rate': 0.2521765199915257, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'blend', 'mating_pool_factor': 0.5698925272597305, 'scale': 0.7986063019216035, 'elite_rate': 0.3360531897287098, 'mutation_rate': 0.37738832601950745, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.2073619819063477, 'scale': 0.13229614940157416, 'elite_rate': 0.849482433560928, 'mutation_rate': 0.7966735214379773, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.7932842682045201, 'scale': 0.7108339475753512, 'elite_rate': 0.6301633569434467, 'mutation_rate': 0.3337395877088929, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'single', 'mating_pool_factor': 0.4316687203992451, 'scale': 0.31219635719066013, 'elite_rate': 0.7291479689678643, 'mutation_rate': 0.1520506431692923, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.2564822919718375, 'scale': 0.6589578002977617, 'elite_rate': 0.8819197957802833, 'mutation_rate': 0.7498484701814631, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.44269627575759907, 'scale': 0.5222549122587956, 'elite_rate': 0.8974019515111978, 'mutation_rate': 0.3542773785093991, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.5019315503200398, 'scale': 0.9101840804352558, 'elite_rate': 0.2269946401699452, 'mutation_rate': 0.7440575047938939, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'single', 'mating_pool_factor': 0.5930051184479582, 'scale': 0.1607180552976834, 'elite_rate': 0.6819406580062447, 'mutation_rate': 0.8712536731009963, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'blend', 'mating_pool_factor': 0.43846926956284327, 'scale': 0.129894696451184, 'elite_rate': 0.8931906846855031, 'mutation_rate': 0.5709831218275061, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.624637169752803, 'scale': 0.19787381301309465, 'elite_rate': 0.4959527148151327, 'mutation_rate': 0.6636794952480314, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'single', 'mating_pool_factor': 0.7091241903101128, 'scale': 0.281094028188808, 'elite_rate': 0.03613111382217629, 'mutation_rate': 0.8189423252591772, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.1553335356144901, 'scale': 0.027982603058234516, 'elite_rate': 0.529965689180011, 'mutation_rate': 0.7799210928443214, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.8314074527699874, 'scale': 0.40606090483938184, 'elite_rate': 0.5179333312814439, 'mutation_rate': 0.28509402356521163, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.678752121873957, 'scale': 0.8092629255563825, 'elite_rate': 0.14873471427231874, 'mutation_rate': 0.36566385481524843, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.5694317248506894, 'scale': 0.4107794253764826, 'elite_rate': 0.5040878768222771, 'mutation_rate': 0.1232088704916623, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.4903867590332246, 'scale': 0.4129852875469263, 'elite_rate': 0.5973843236572719, 'mutation_rate': 0.7847077655355286, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.4758448130362328, 'scale': 0.05193068224298524, 'elite_rate': 0.8508246593565651, 'mutation_rate': 0.762026610738155, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.34345681220827134, 'scale': 0.28475377816645847, 'elite_rate': 0.7030869885815837, 'mutation_rate': 0.4413360029283019, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.7939557787100984, 'scale': 0.5599266360544762, 'elite_rate': 0.27010934587308016, 'mutation_rate': 0.46287838045941787, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.8215050921964274, 'scale': 0.7111136122134434, 'elite_rate': 0.5223042324719694, 'mutation_rate': 0.4297370093101073, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.4360817971303397, 'scale': 0.874800501206885, 'elite_rate': 0.179462434119925, 'mutation_rate': 0.5783053652672158, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.7636559879355129, 'scale': 0.7824382382471584, 'elite_rate': 0.4665512008382286, 'mutation_rate': 0.4074943407536441, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.48237054163452864, 'scale': 0.9556859231202242, 'elite_rate': 0.30610616834409715, 'mutation_rate': 0.5601680428329464, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'blend', 'mating_pool_factor': 0.6450853097694822, 'scale': 0.939936686872961, 'elite_rate': 0.048255289766144356, 'mutation_rate': 0.7948082109535183, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.27758457518981206, 'scale': 0.5166342567264517, 'elite_rate': 0.5479750791324048, 'mutation_rate': 0.20535194934412565, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.2689771457958854, 'scale': 0.8305383291815736, 'elite_rate': 0.5595527873933744, 'mutation_rate': 0.5564798009271772, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.7277097665091935, 'scale': 0.08993090791127921, 'elite_rate': 0.6185199661728809, 'mutation_rate': 0.49137557380739205, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.6599831722444096, 'scale': 0.9530604968610266, 'elite_rate': 0.34312993723960566, 'mutation_rate': 0.24743326129165436, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'single', 'mating_pool_factor': 0.10112719070553566, 'scale': 0.3727134572336292, 'elite_rate': 0.4895538898489103, 'mutation_rate': 0.5056525967999572, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.4740106378642922, 'scale': 0.8824365999816544, 'elite_rate': 0.05647560266927777, 'mutation_rate': 0.8981655280337048, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'blend', 'mating_pool_factor': 0.14551224739401394, 'scale': 0.820783390964305, 'elite_rate': 0.5058733093084784, 'mutation_rate': 0.364298524611366, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.46092233513618885, 'scale': 0.862423336633295, 'elite_rate': 0.6258169562205074, 'mutation_rate': 0.8105290151309611, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'single', 'mating_pool_factor': 0.2992129088787613, 'scale': 0.5960266288211297, 'elite_rate': 0.42814415904586434, 'mutation_rate': 0.3522311919897614, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.31166667451091223, 'scale': 0.43893273620117307, 'elite_rate': 0.050821324256867945, 'mutation_rate': 0.42829667786390757, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'blend', 'mating_pool_factor': 0.5349321664914929, 'scale': 0.43560797719745564, 'elite_rate': 0.8405352533225761, 'mutation_rate': 0.6156012216964971, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.10593803764394535, 'scale': 0.7289142366544433, 'elite_rate': 0.019899527954585706, 'mutation_rate': 0.823958318064191, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'single', 'mating_pool_factor': 0.17225695962845053, 'scale': 0.6247150838863065, 'elite_rate': 0.11509768427993354, 'mutation_rate': 0.7152900248108895, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.8890895698617086, 'scale': 0.8988199196181768, 'elite_rate': 0.6710085235592085, 'mutation_rate': 0.5520048931985392, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.8607759207291581, 'scale': 0.7507271169082544, 'elite_rate': 0.7056559229804514, 'mutation_rate': 0.6625099435595131, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'two', 'mating_pool_factor': 0.8037194708054498, 'scale': 0.9594733747672177, 'elite_rate': 0.17485515470509394, 'mutation_rate': 0.845112991600518, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'single', 'mating_pool_factor': 0.21861077711969312, 'scale': 0.427579420350556, 'elite_rate': 0.21703149520949225, 'mutation_rate': 0.3529806852600683, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'single', 'mating_pool_factor': 0.7767974734996546, 'scale': 0.06460731532629269, 'elite_rate': 0.6503278639373936, 'mutation_rate': 0.4640619879346105, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.45265144743261343, 'scale': 0.963263445026619, 'elite_rate': 0.25999403033900453, 'mutation_rate': 0.542156676640947, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'blend', 'mating_pool_factor': 0.5445028786013345, 'scale': 0.8688271242186977, 'elite_rate': 0.3616760479830431, 'mutation_rate': 0.39703597224051135, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.12304058065442636, 'scale': 0.47913045503934387, 'elite_rate': 0.3653340997761132, 'mutation_rate': 0.5368541681721987, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'blend', 'mating_pool_factor': 0.4099430755517556, 'scale': 0.8681294194315529, 'elite_rate': 0.6109499098940284, 'mutation_rate': 0.3513887739327395, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.4698063727159435, 'scale': 0.4867417192156023, 'elite_rate': 0.886327942718924, 'mutation_rate': 0.522156666987257, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.4082177250793886, 'scale': 0.8572357839345192, 'elite_rate': 0.41154244470389173, 'mutation_rate': 0.19899379597469527, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.3066258327540448, 'scale': 0.4907737263814733, 'elite_rate': 0.23120989910245202, 'mutation_rate': 0.6275282472111414, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'single', 'mating_pool_factor': 0.18576987910633735, 'scale': 0.1730235558053548, 'elite_rate': 0.7671666411089426, 'mutation_rate': 0.17905893298898426, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'two', 'mating_pool_factor': 0.15195724963339113, 'scale': 0.8266217660642354, 'elite_rate': 0.2709974549846565, 'mutation_rate': 0.5657517553914618, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.8832148242056139, 'scale': 0.5945448640964015, 'elite_rate': 0.22337124629859265, 'mutation_rate': 0.3848748846875696, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.8022647088565906, 'scale': 0.01885426377147805, 'elite_rate': 0.816146913961565, 'mutation_rate': 0.4771779843086442, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.2835177833622796, 'scale': 0.764842381459188, 'elite_rate': 0.813290839945031, 'mutation_rate': 0.27254092000713065, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.28002165806132895, 'scale': 0.7768888125964556, 'elite_rate': 0.5708727392659536, 'mutation_rate': 0.24219724072583515, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.5661154303898818, 'scale': 0.11854123410259627, 'elite_rate': 0.6082545502576615, 'mutation_rate': 0.5817741862672622, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'uniform', 'mating_pool_factor': 0.875125969849094, 'scale': 0.7604716038793371, 'elite_rate': 0.4987380797334236, 'mutation_rate': 0.5236947239629961, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.8704573729259061, 'scale': 0.26445246107140813, 'elite_rate': 0.42660190133319476, 'mutation_rate': 0.5065741109015188, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.4538188874539377, 'scale': 0.552698181586231, 'elite_rate': 0.7171726770068789, 'mutation_rate': 0.8169968336808233, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'single', 'mating_pool_factor': 0.6978309958828722, 'scale': 0.21532900526069626, 'elite_rate': 0.6492650286612519, 'mutation_rate': 0.7909762594231006, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.33113176339285555, 'scale': 0.9148159034637019, 'elite_rate': 0.32110182675603766, 'mutation_rate': 0.590634695650948, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.8292660093818205, 'scale': 0.46904081240822265, 'elite_rate': 0.317612460056455, 'mutation_rate': 0.3672531303949996, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.4942140321130001, 'scale': 0.8284064085271815, 'elite_rate': 0.8536854863906226, 'mutation_rate': 0.16884870890900033, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'two', 'mating_pool_factor': 0.13233399021485517, 'scale': 0.7685895623564539, 'elite_rate': 0.711114251636039, 'mutation_rate': 0.6117312986723976, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'single', 'mating_pool_factor': 0.2847265240966613, 'scale': 0.30623380047162724, 'elite_rate': 0.7851613458054824, 'mutation_rate': 0.6330323887480147, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'single', 'mating_pool_factor': 0.5904181246482145, 'scale': 0.8137202819719191, 'elite_rate': 0.23899513978852838, 'mutation_rate': 0.49529715099236804, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.3797046496886949, 'scale': 0.9792892485271777, 'elite_rate': 0.25851226088447704, 'mutation_rate': 0.6957374062044361, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.5638617028842745, 'scale': 0.669519755012911, 'elite_rate': 0.432315093515271, 'mutation_rate': 0.6244269282621655, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'single', 'mating_pool_factor': 0.22607822926021737, 'scale': 0.8210744176669764, 'elite_rate': 0.7186621034703644, 'mutation_rate': 0.12736224532114865, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.7914991407278684, 'scale': 0.3406857745158966, 'elite_rate': 0.41080006794089685, 'mutation_rate': 0.1462323231109559, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.5259274488778429, 'scale': 0.7490793931164049, 'elite_rate': 0.04606093925214013, 'mutation_rate': 0.680993253957546, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'single', 'mating_pool_factor': 0.8332189294172045, 'scale': 0.6281639958483733, 'elite_rate': 0.6270872697996573, 'mutation_rate': 0.32911210866629614, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.4624320406424598, 'scale': 0.14074014675840749, 'elite_rate': 0.265529199519718, 'mutation_rate': 0.25462657059994565, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.22975333891806143, 'scale': 0.17028928593809195, 'elite_rate': 0.7872089636017475, 'mutation_rate': 0.3067576608258308, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.6155580268331693, 'scale': 0.5700670506849617, 'elite_rate': 0.5755792967909537, 'mutation_rate': 0.6600767556304995, 'distribution': 'uniform'}, 'metropolis')
